StrideIndex,NormalizedTime,emg_vastusmedialis,emg_vastuslateralis,emg_rectusfemoris,emg_bicepsfemoris,emg_semitendinosus,emg_gracilis,imu_thigh_Accel_X,imu_thigh_Accel_Y,imu_thigh_Accel_Z,imu_thigh_Gyro_X,imu_thigh_Gyro_Y,imu_thigh_Gyro_Z,gon_knee_sagittal,ankle_sagittal
1,0,1.47276643119101,1.56454074609753,1.06355435593859,0.577659178403103,0.31855829672167,0.23808303489517,-0.243915959402708,0.0205581880541588,-0.335741869180142,3.48072575725641,0.300301494985115,2.13114919725769,-32.7876553416705,-2.88604391999298
1,1,1.58591208554933,1.61527948676205,1.1807543257262,0.509800974882782,0.348251649689512,0.23853767677177,0.235270888183752,0.0501511101088845,0.1406893565745,0.970395255807696,-0.107635917868421,0.929329350827615,-37.2130699725863,-5.20409140898766
1,2,1.63425831496041,1.60178651621163,1.25141256354956,0.458866492474316,0.373525750895491,0.230833951821356,0.608783059895935,0.347403845149943,0.0363125443141537,-0.59855943699753,-0.889846439258281,-0.926946751796401,-41.307725543454,-9.53883406639702
1,3,1.6111023171573,1.52529889600403,1.26821886924079,0.428721170009136,0.390990045771174,0.213873182409476,0.170187529200902,0.282853257001821,-0.649815852101133,-1.49037813410078,-0.979885778411537,-1.13414461221948,-43.667235901847,-13.364179713204
1,4,1.51740883375812,1.39302499914643,1.22942352647352,0.421327187328917,0.398886680014308,0.187860184273759,-0.690934553620109,-0.160724705455707,0.067346027411231,-2.77262326113039,-1.2170298317563,-1.05337091001557,-43.3364476543032,-14.1706855372881
1,5,1.36181569233235,1.21690137475898,1.13912328473534,0.436251196248482,0.396948571843488,0.154395868827245,-1.82386078337811,0.303019460233963,0.23504800036038,-1.58761390714815,-1.94289814006053,-4.03150932511527,-40.7695851568496,-11.8320133045481
1,6,1.15921899144077,1.01180077992298,1.00650908452597,0.470550551565109,0.385994973332053,0.116375267649442,-2.018555158539,0.0709252708932245,1.3464930287675,-8.04944949941695,-2.07564237037081,-2.80484371228419,-37.786267213945,-8.20455395891265
1,7,0.928691718871621,0.793838692287713,0.844655276626367,0.518945910319088,0.367508357907346,0.0777449360504254,-2.02218425378596,-1.90834361516232,1.02596712144307,-6.32578171973561,-1.67256909906246,-2.40775245307193,-36.6932130513659,-5.41737699859301
1,8,0.690371874334957,0.578465247232177,0.668304747014699,0.574695915467084,0.343166924281857,0.0430696746909808,-1.64179875578902,-1.7253576331533,-0.505181143859885,-1.37188028242152,-0.584939449526133,-1.61546166581362,-38.4549434512378,-4.29300230845821
1,9,0.462968011525055,0.379116565876183,0.492008603918001,0.630615035579033,0.314625304914291,0.0170720172181088,-1.07017042878459,0.774680067537677,-0.790539128817238,6.40385163534827,-0.436619761738245,-2.32990349694753,-42.0327158607104,-4.02420774689791
1,10,0.261685122518491,0.206119983020853,0.328441715102896,0.680238134671075,0.283447045490813,0.00410884066182293,-0.849329444878053,0.920923593789027,-0.867283834059371,7.43651725011935,-0.837557628815798,-2.15106629117498,-45.7103398789766,-3.4433298982034
1,11,0.0970383324270388,0.0661558081407879,0.187290154770664,0.71875391409807,0.251144516572245,0.00767805600290946,-0.486800225659095,-0.187300810465436,-1.03071814720707,2.38799436909758,-0.189486139518106,-0.882991534771163,-48.1959084429443,-2.22134884697973
1,12,-0.0258330969949962,-0.0380558853740069,0.0745030987215373,0.743628679567758,0.219220535195054,0.0298084100664761,-0.291658990993994,-1.21963450791593,-0.901244945582596,0.797226451892358,0.653303454002174,-1.2346862077739,-48.9291954660287,-0.743255961687896
1,13,-0.106607309063464,-0.107170653389838,-0.00759235393630602,0.754613000266266,0.189129807268971,0.0707612564075052,-0.198607981157282,-1.33531078430321,-0.817007839102328,0.642242170040683,1.10753306542395,-2.68601565498381,-47.8783941001459,0.573150454810831
1,14,-0.0861311213500286,-0.144587553733009,-0.0598982497323507,0.753469413693272,0.162216596903444,0.128758814523234,-0.591902428353937,-0.556402072433647,-0.589731047758779,-1.61883314334017,0.99714555636093,-3.35435938260749,-45.3028786133835,1.5100055175102
1,15,-0.0756974058547832,-0.155604649218381,-0.0858337245829677,0.743506109806573,0.139670788255003,0.199948174706893,-1.01930694977469,0.279987429615563,0.0698356012447654,-2.83885934346575,-0.08782899661705,-2.50889782901887,-41.8110269012682,2.09023990266806
1,16,-0.0891813604285508,-0.146529711012389,-0.0904504052212,0.729095607126339,0.122554782917538,0.278616200655957,-1.05170096304747,-0.0367079785625758,0.444671177994227,-1.87809973565681,-1.59308191160526,-2.45453280109962,-38.2749093003748,2.4737349879965
1,17,-0.115771195656272,-0.124011332674893,-0.0796873251980232,0.71524504711506,0.111825548857816,0.357636029814421,-1.14913330079197,-0.298791536089078,0.538375757079628,-3.02335869011225,-1.96379948250898,-3.24847088971828,-35.728141708048,2.77286086777435
1,18,-0.0803565715489542,-0.0942650762447933,-0.059441870825151,0.707082080354973,0.108420125362986,0.429266770983844,-1.3131432992429,-0.348916656722537,0.815391660430041,-4.9310158015846,-1.13220235160404,-3.02564019586005,-34.7355851680016,3.00185283177788
1,19,-0.0425678357738572,-0.0626763707097382,-0.0350075363588429,0.709231207060992,0.11322498736408,0.486052184393731,-1.30223849442497,-0.433534662566717,0.939372803608325,-4.96103029911865,-0.662477450857794,-3.06954717137838,-34.7422730556757,3.14806068586318
1,20,-0.00845628893637221,-0.0335225305249478,-0.0106578905267743,0.724929082691654,0.126936793618876,0.521850527125576,-1.29519535338563,-0.399601851732138,0.823091115622096,-4.05539230820611,-0.604161918615737,-3.57166575538657,-34.4525956655859,3.18128640703208
1,21,0.0188518589454011,-0.00985672532847881,0.0105524762843483,0.755141667180477,0.149862276842814,0.532746862004193,-1.26982459975519,-0.174714183513754,0.607850613871572,-2.9751001040493,-0.353166670067665,-3.88150610296368,-32.6671781476064,3.08783809260701
1,22,0.03788031305606,0.00654877251021811,0.026847886212246,0.797888876058846,0.181644692496992,0.517877075501007,-1.17571291393167,0.220022007709186,0.338396985844208,-2.72861411329661,0.223398783506298,-3.56631143415218,-29.0626680203703,2.91285429338431
1,23,0.0484874149434187,0.0150797091427698,0.0375977195054736,0.848363880660572,0.221193989469743,0.479372266657313,-0.899578372431989,0.617669984697866,0.133458892247566,-3.87356007407536,0.742541115730129,-3.00024680548014,-24.4526161748571,2.7336943839411
1,24,0.0515336215593622,0.016107479567864,0.0430946293050452,0.899560453711828,0.266664265255514,0.421920747467725,-0.690956792138974,0.277511865448585,0.259487954307763,-1.73929227274124,0.908470995884601,-2.66013453183579,-19.9994507268093,2.59228951412087
1,25,0.0485305926845182,0.0107485636632408,0.0442693656205581,0.943401114978959,0.315554764471853,0.351866283186065,-0.55348258678156,-0.0960271744987669,0.347148286886087,0.559413492870329,0.898059905018704,-2.94052748079761,-16.3682790915486,2.49908110395843
1,26,0.0413137131944476,0.000594317230317073,0.0423891598190508,0.971980907885883,0.36484496303621,0.276147490501938,-0.579586579877633,-0.0708178907456573,0.258423340062856,0.554331823082885,0.679954290152662,-3.24058752860618,-13.6337047047418,2.40891055706837
