StrideIndex,NormalizedTime,emg_vastusmedialis,emg_vastuslateralis,emg_rectusfemoris,emg_bicepsfemoris,emg_semitendinosus,emg_gracilis,imu_thigh_Accel_X,imu_thigh_Accel_Y,imu_thigh_Accel_Z,imu_thigh_Gyro_X,imu_thigh_Gyro_Y,imu_thigh_Gyro_Z,gon_knee_sagittal,ankle_sagittal
1,0,1.04613774915268,1.15369949123238,0.867383702883066,1.23524410480095,0.644611998423532,0.837616709087408,-1.39388365118646,0.501087911470621,-1.33297914661276,4.89365098011852,0.901750386162233,0.172502976366581,-26.6813993076196,2.18304601823623
1,1,1.08896355000255,1.18768837894607,0.863822822520281,1.17065601158227,0.6220001005812,0.835496676696489,-1.87446163772419,0.074623212420564,-1.77630341399245,4.5361652975022,1.1921229678325,0.52980199970479,-28.9986201530922,-3.10527128314791
1,2,1.09754113130733,1.19002067488195,0.834256923798555,1.08646947632811,0.610634390333161,0.826894023056843,-1.96964188535107,-1.2589374677883,-0.868463563569723,0.614399614651255,0.923362374069413,-1.27594371271434,-30.7976837236626,-7.85784056527475
1,3,1.06921275742326,1.15834460127043,0.780277763360639,0.983856554579424,0.610319441792471,0.806305806721026,-1.28893237317286,-1.87296015000468,0.071911279751577,-4.11078615796159,0.456531548483867,-2.77637811034546,-32.3047723542145,-10.1615042778881
1,4,1.00521506047726,1.0933148524836,0.705613912275793,0.866479806056172,0.620573636301311,0.770509768885275,-1.4732737788719,-0.261835654062369,0.631921719445631,-2.43342803793642,-0.194214741499372,1.17858618890671,-34.0139743486345,-9.27477545953091
1,5,0.909863386374836,0.99806279257762,0.615316603883775,0.739858961001162,0.640583975563128,0.71861399957627,-0.121687926133871,-0.580645348494004,0.627575279664726,-0.542768040431965,-1.20533272453938,1.79395993507582,-36.1614785695223,-6.07462947020016
1,6,0.790605307702098,0.878702006839508,0.515612235267272,0.61091609149478,0.668747677632173,0.652261922437011,0.404534537083902,-1.96355149258048,-0.134450266782074,0.347620642656633,-2.24865497265774,-4.43209271403153,-38.3897147852867,-2.2220500056633
1,7,0.656381716613645,0.743179413180401,0.412961653653407,0.486885505451725,0.702767293761991,0.574829757473071,0.401266912787951,-1.98915304971689,-0.209548473576525,0.859117914945636,-2.69237086452157,-5.61373830402755,-39.964510402593,1.10157440542375
1,8,0.516885165799711,0.600819647993363,0.313528595061487,0.374272581149819,0.739600406812263,0.490983718681805,-0.46706128451102,-1.69683532047232,0.246805739019867,0.187745256621409,-2.35794991434657,-0.565987493263943,-40.3990248587677,3.47887190692017
1,9,0.38124160566756,0.461003413125768,0.222603171898771,0.27818654973175,0.77584108959539,0.405688488720883,-0.753524390230713,-0.578989711407549,-0.0284667149161552,-1.8747178465826,-1.64592433429622,1.35504082809988,-40.0184885198348,5.02327217163135
