StrideIndex,NormalizedTime,emg_vastusmedialis,emg_vastuslateralis,emg_rectusfemoris,emg_bicepsfemoris,emg_semitendinosus,emg_gracilis,imu_thigh_Accel_X,imu_thigh_Accel_Y,imu_thigh_Accel_Z,imu_thigh_Gyro_X,imu_thigh_Gyro_Y,imu_thigh_Gyro_Z,gon_knee_sagittal,ankle_sagittal
2,13,0.22624927,0.31807617,0.47182958,2.2323793,1.6625388,0.58490761,-1.6762435,-0.6084633,0.19375509,1.90717986,0.95193668,-2.4914923,-30.011381,-3.0769989
2,14,0.11728168,0.22209745,0.24316463,2.57711438,1.83959007,0.55498616,-1.1990671,-0.5406176,0.07323652,1.66429417,0.71023578,-2.4821764,-29.084142,-1.7504644
2,15,0.04746561,0.16587085,0.08052258,2.89865618,1.99541639,0.52396922,-0.9111411,-0.4116473,-0.1816178,1.36944239,0.13758961,-2.7118197,-28.479379,-0.3043812
2,16,0.01096069,0.14632493,-0.0199219,3.17923043,2.12106658,0.49165308,-0.7237186,-0.2856095,-0.3152221,0.75763004,-0.2568419,-3.0992878,-28.265554,1.09468895
2,17,0.0004503,0.15829096,-0.0658535,3.40357458,2.20973657,0.45830664,-0.6510029,-0.2568872,-0.1759753,0.10867406,-0.5077815,-3.3765671,-28.204312,2.25340193
2,18,0.00802344,0.19501606,-0.0676897,3.56068537,2.25771776,0.4245165,-0.6637754,-0.2664042,-0.0038543,-0.3861727,-0.9334278,-3.5655579,-27.822298,3.03917242
2,19,0.02619595,0.2490263,-0.0369319,3.64426307,2.26452546,0.39102305,-0.6797747,-0.2587865,0.30550222,-0.8179823,-1.3885809,-3.8676525,-26.683051,3.44837734
2,20,0.0485709,0.31264398,0.01468834,3.65395497,2.23342126,0.35856415,-0.7217168,-0.1968773,0.42627923,-1.2694486,-1.4889865,-4.2080333,-24.614523,3.60925243
2,21,0.07060002,0.37894819,0.07679103,3.59350069,2.17023832,0.32777513,-0.7731048,-0.1200646,0.4324686,-2.0650847,-1.0413213,-4.6703384,-21.688667,3.6599569
2,22,0.08998631,0.44233801,0.14091847,3.47139326,2.08341712,0.29909348,-1.0097019,-0.0493186,0.45726232,-2.4946688,-0.5792441,-5.0599816,-18.211163,3.67724895
2,23,0.10686222,0.49910014,0.20132956,3.29811655,1.98245195,0.27279648,-1.4203406,-0.021236,0.44401936,-2.4724442,-0.5401394,-5.090421,-14.624035,3.67424352
2,24,0.12373609,0.54777297,0.25522912,3.08600318,1.87735398,0.2490124,-1.1947554,-0.0531383,0.52054856,-1.8508551,-0.6010823,-5.5057259,-11.368539,3.64875399
2,25,0.14511585,0.58909241,0.30269377,2.84729613,1.77746422,0.22785197,-1.1762234,-0.1706587,0.39072721,-1.1595981,-0.7674047,-5.0764513,-8.7949275,3.60758385
2,26,0.17693834,0.62577209,0.34639967,2.59344995,1.69060193,0.20952197,-0.8987587,-0.1351187,0.17561202,-0.4921492,-0.7292253,-4.3306918,-6.9560287,3.54469626
2,27,0.22580722,0.66195147,0.39104763,2.33429728,1.62232068,0.19447206,-0.6827204,-0.0954157,-0.0180787,-0.5452935,-0.3416911,-3.9878338,-5.6082558,3.44371923
2,28,0.2982417,0.70256988,0.44266319,2.07781893,1.57555516,0.18352707,-0.7097638,0.0129399,-0.0237959,-0.9333736,0.02352413,-3.695677,-4.4515867,3.29627669
2,29,0.39959885,0.75261859,0.50765252,1.8301534,1.55028976,0.17792715,-1.1188143,0.21934637,0.09799315,-1.6636163,0.22650511,-3.9466623,-3.3298723,3.12708041
2,30,0.53362375,0.81658131,0.59204523,1.59595565,1.54394273,0.17943057,-1.4658891,0.45795514,0.26688315,-1.8675626,0.25531954,-3.9096578,-2.2584489,3.00945102
2,31,0.70112509,0.89755051,0.70022044,1.37847608,1.55135194,0.19015399,-1.427112,0.56598707,0.27618226,-1.1192148,-0.0160661,-2.9773437,-1.3376523,2.99102584
2,32,0.90007408,0.99695431,0.83450053,1.18016018,1.56562728,0.21265551,-1.2059594,0.19460407,0.08287437,-0.1427803,-0.4520936,-2.2567199,-0.6796742,3.0396943
2,33,1.12459541,1.11367583,0.99397207,1.00251983,1.57866318,0.24955375,-1.0622828,-0.0949936,-0.28157,0.41133541,-1.0315322,-1.8050325,-0.327794,3.07935499
2,34,1.36548075,1.2439902,1.17455879,0.84665626,1.58214345,0.30352953,-1.0294069,-0.0612162,-0.7344644,0.06039523,-1.3852321,-1.4847747,-0.2415487,3.03967599
2,35,1.61019682,1.38119908,1.36866452,0.71301818,1.56855198,0.37684277,-0.9627615,0.07479324,-1.1400602,-1.3058969,-1.3972792,-1.4711838,-0.2816082,2.89007017
2,36,1.84378145,1.51598121,1.56573449,0.60150188,1.53206784,0.4711296,-0.985906,0.06004616,-1.0627836,-2.8982811,-1.0662988,-1.8042562,-0.2408003,2.65356297
2,37,2.0498432,1.6369925,1.7529324,0.51129589,1.46934482,0.58701297,-0.9678568,0.01003229,-0.6517651,-4.5332528,-0.584957,-1.8351101,0.04141502,2.39541205
