StrideIndex,NormalizedTime,ankle_sagittal
1,0,-1.11032588581062
1,1,-0.645941162125612
1,2,-0.962197977944447
1,3,-2.69893582544949
1,4,-5.50868308702136
1,5,-8.04474472506523
1,6,-9.09813070188476
1,7,-8.52469913866668
1,8,-7.07254893927083
1,9,-5.74719692555761
1,10,-5.02897549018275
1,11,-4.5156528128837
1,12,-3.50514470595844
1,13,-1.90334204987738
1,14,-0.314836579300587
1,15,0.727744335766616
1,16,1.27843375050107
1,17,1.72040600852829
1,18,2.20366098244238
1,19,2.59415112288378
1,20,2.81023545810076
1,21,2.98170834305066
1,22,3.28096294372229
1,23,3.71176312091668
1,24,4.11778425000815
1,25,4.3457417509916
1,26,4.40602259435038
1,27,4.48886316509039
1,28,4.75191726752995
1,29,5.11721546995036
1,30,5.43064747038906
1,31,5.71040871075722
1,32,6.09104180075494
1,33,6.59426806345055
1,34,7.05002890258968
1,35,7.27022930310077
1,36,7.24838853790379
1,37,7.15373711030964
1,38,7.13553993052369
1,39,7.18331696877353
1,40,7.20053232750164
1,41,7.14432831202579
1,42,7.06228239449729
1,43,7.00296996213814
1,44,6.92676376721118
1,45,6.81309579305089
1,46,6.7594281570247
1,47,6.84055056134235
1,48,6.9725427132346
1,49,6.96488884672488
1,50,6.65817120331529
1,51,6.03073676990794
1,52,5.16757390018075
1,53,4.03857065222136
1,54,2.43309926835353
1,55,0.115006220427021
1,56,-2.89580896696441
1,57,-6.29241039716892
1,58,-9.67993955839558
1,59,-12.817218462866
1,60,-15.6511884624308
1,61,-17.9863500195404
1,62,-19.3311505930543
1,63,-19.2068430562978
1,64,-17.7771049537787
1,65,-15.7587773393701
1,66,-13.7371122509487
1,67,-11.8963053350253
1,68,-10.1677754567787
1,69,-8.44135826108027
1,70,-6.68060408929571
1,71,-4.97282985253714
1,72,-3.39929905778971
1,73,-2.0250460512928
1,74,-0.913870421839416
1,75,-0.0436819500060718
1,76,0.681240914524174
1,77,1.34769255614887
1,78,1.97142486532767
1,79,2.52988050434048
1,80,2.97680128154407
1,81,3.28670855299209
1,82,3.51662922418376
1,83,3.75373949157886
1,84,3.99084341833611
1,85,4.13800229474952
1,86,4.1254004650754
1,87,3.97564508936453
1,88,3.76025279475084
1,89,3.50026560378383
1,90,3.17277372003967
1,91,2.7597645052213
1,92,2.25077075703298
1,93,1.66727818368354
1,94,1.09840186181186
1,95,0.68573369029417
1,96,0.555246996308996
1,97,0.738057354008151
1,98,1.10591987980862
1,99,1.3281999583099
1,100,0.857827383304036
2,0,-0.0282676753557694
2,1,-0.0742149264433808
2,2,-1.21608688293601
2,3,-2.91040930143705
2,4,-4.24056421452566
2,5,-4.82664917157707
2,6,-4.82617646592165
2,7,-4.45252697185798
2,8,-3.76452871796199
2,9,-2.8994374505656
2,10,-2.19800788385975
2,11,-1.83907377257166
2,12,-1.61952755336986
2,13,-1.23411050521531
2,14,-0.563645990289943
2,15,0.32711522119111
2,16,1.2698441033563
2,17,2.11036530185357
2,18,2.80967177990828
2,19,3.38212814858361
2,20,3.81974730219541
2,21,4.07552721528326
2,22,4.15606467854815
2,23,4.18577819026057
2,24,4.285817667286
2,25,4.39284899355207
2,26,4.35568325214028
2,27,4.17557626030304
2,28,4.03092671126213
2,29,4.08886080934299
2,30,4.36486774990168
2,31,4.77389385680243
2,32,5.26830849488157
2,33,5.804895061314
2,34,6.2602737790957
2,35,6.52686603205837
2,36,6.61654065279365
2,37,6.56949717185381
2,38,6.39344036316077
2,39,6.17299168278178
2,40,6.05038843485683
2,41,6.06456893175238
2,42,6.13176082297391
2,43,6.16793185531304
2,44,6.16223423656764
2,45,6.20306448113885
2,46,6.39312543448448
2,47,6.69513177450593
2,48,6.92380809689985
2,49,6.89609519313769
2,50,6.57006665145539
2,51,6.01502754721758
2,52,5.22912458308929
2,53,4.06476881666805
2,54,2.35261225320959
2,55,0.0769806014341569
2,56,-2.62691078658776
2,57,-5.53598957352187
2,58,-8.52499963282244
2,59,-11.527525224774
2,60,-14.2115607912484
2,61,-15.8820260973838
2,62,-15.9629063840232
2,63,-14.6806131860264
2,64,-12.8943478605484
2,65,-11.2884490679155
2,66,-9.95348563516005
2,67,-8.62696717727536
2,68,-7.15701106142081
2,69,-5.61854619455835
2,70,-4.16943708880902
2,71,-2.85049267169399
2,72,-1.57272517260227
2,73,-0.290889332222799
2,74,0.910618688563554
2,75,1.91642678670441
2,76,2.70019258691285
2,77,3.30839729476388
2,78,3.81328721131689
2,79,4.23322818304675
2,80,4.55257594156067
2,81,4.79065395205005
2,82,4.96058502418154
2,83,5.04993185143708
2,84,5.09914373429202
2,85,5.13457649768422
2,86,5.07159559063618
2,87,4.81753559382188
2,88,4.37081311075707
2,89,3.78044517401479
2,90,3.06071085072204
2,91,2.18907156238969
2,92,1.19989343287077
2,93,0.164567734590686
2,94,-0.854341038734864
2,95,-1.71110534328733
2,96,-2.10622797833388
2,97,-1.84550644966182
2,98,-1.124806856565
2,99,-0.590128940338182
2,100,-1.05646135868699
3,0,-1.05646135868699
3,1,-2.91643269731435
3,2,-5.41242452819024
3,3,-7.45775660892885
3,4,-8.51078729401118
3,5,-8.54683143708948
3,6,-7.7635536215089
3,7,-6.38155687982285
3,8,-4.72088672157239
3,9,-3.21555409070346
3,10,-2.17871492058709
3,11,-1.64796865949044
3,12,-1.35545250669685
3,13,-0.906562687410254
3,14,-0.115357161961805
3,15,0.869499236480527
3,16,1.77557409894854
3,17,2.39617483559862
3,18,2.72215972777069
3,19,2.87649591225928
3,20,2.98905014249616
3,21,3.17499568875223
3,22,3.51295467770948
3,23,3.9635565443491
3,24,4.35518259606009
3,25,4.55590576876009
3,26,4.66691012787218
3,27,4.89661069214751
3,28,5.26108538601467
3,29,5.56539690295788
3,30,5.6805552967835
3,31,5.66679112742687
3,32,5.71663713387045
3,33,5.99998885950784
3,34,6.42223972958361
3,35,6.6833868700384
3,36,6.67239348453987
3,37,6.60593067966198
3,38,6.71485269768722
3,39,6.97471242143046
3,40,7.21664855032074
3,41,7.35914043937605
3,42,7.42548575083869
