StrideIndex,NormalizedTime,ankle_sagittal
1,0,0.816985848494672
1,1,3.25018315260171
1,2,4.8966925972044
1,3,3.24713825555123
1,4,-1.34793691650995
1,5,-5.27546389104578
1,6,-6.21822247212864
1,7,-5.5543103008565
1,8,-5.36037145401965
1,9,-5.53929134583984
1,10,-5.00314219097088
1,11,-3.77507670616686
1,12,-2.70443218413025
1,13,-2.17239292433629
1,14,-1.88116080615937
1,15,-1.41358435477991
1,16,-0.684735343519964
1,17,0.0700204036685264
1,18,0.656501889066806
1,19,1.18755667047388
1,20,1.88648465537179
1,21,2.76283858220328
1,22,3.58640950875672
1,23,4.16056614340098
1,24,4.50719065678915
1,25,4.78325598158278
1,26,5.07430363560724
1,27,5.39237127381337
1,28,5.70688235195154
1,29,5.92902705816604
1,30,6.02671964315374
1,31,6.09575638828209
1,32,6.24025216756726
1,33,6.47260648238999
1,34,6.70320164627988
1,35,6.8026130856118
1,36,6.73012598345231
1,37,6.54815746233256
1,38,6.32536726467076
1,39,6.08512802076579
1,40,5.84876720858185
1,41,5.66958651678031
1,42,5.60153713213578
1,43,5.63414009487888
1,44,5.67874771678226
1,45,5.63353214218351
1,46,5.44556261118951
1,47,5.14463478107102
1,48,4.84924768865477
1,49,4.67197550129588
1,50,4.58770302689706
1,51,4.41308899840374
1,52,3.9573754839333
1,53,3.10830168405736
1,54,1.70492942027887
1,55,-0.499798477995316
1,56,-3.59777543721587
1,57,-7.31803541453953
1,58,-10.990230299711
1,59,-13.7675806062602
1,60,-15.1698321027767
1,61,-15.1515253122438
1,62,-13.9676988302478
1,63,-11.9824876241134
1,64,-9.64606096407053
1,65,-7.52455464171597
1,66,-5.90259714176204
1,67,-4.57664439098777
1,68,-3.11508896092051
1,69,-1.27752790978155
1,70,0.79434688541635
1,71,2.6804323174737
1,72,4.14776617759991
1,73,5.33327374505452
1,74,6.45119438387779
1,75,7.55481980265407
1,76,8.633085432322
1,77,9.6718992548417
1,78,10.5812987270342
1,79,11.2277320347916
1,80,11.5632062833248
1,81,11.7158957368359
1,82,11.8679934188341
1,83,12.0293826939124
1,84,12.0297977454082
1,85,11.706928576059
1,86,10.9932708325004
1,87,9.96292334920978
1,88,8.79902018071313
1,89,7.61011469413803
1,90,6.33500632553207
1,91,4.85485580783435
1,92,3.17548981997855
1,93,1.47388629205658
1,94,0.0239874885638881
1,95,-1.04090953997443
1,96,-1.80829600569296
1,97,-2.39000681251328
1,98,-2.47414390956746
1,99,-1.38779059427662
1,100,0.76134820797893
2,0,-1.17551995429255
2,1,-4.15245643252524
2,2,-7.6763066219652
2,3,-9.40608023975885
2,4,-8.59397548707829
2,5,-6.77969667520045
2,6,-5.57256455162953
2,7,-5.09017390709268
2,8,-4.57137212102572
2,9,-3.64110638631397
2,10,-2.56385310330665
2,11,-1.67563751136392
2,12,-0.983934634083929
2,13,-0.323927947062261
2,14,0.379721770062495
2,15,1.09774484722384
2,16,1.75505442313575
2,17,2.27224584163867
2,18,2.64034301065251
2,19,2.97471953923406
2,20,3.38305708623495
2,21,3.83525888716059
2,22,4.2462577657264
2,23,4.60838651694766
2,24,4.96061613902085
2,25,5.33236643147901
2,26,5.72143927493122
2,27,6.06515510580175
2,28,6.26332012446341
2,29,6.31310386833358
2,30,6.31882304557982
2,31,6.32888136990987
2,32,6.27475584956059
2,33,6.11823669476626
2,34,5.95059244789186
2,35,5.87058775830105
2,36,5.85724317771977
2,37,5.82823787556072
2,38,5.75657901741572
2,39,5.67754381063741
2,40,5.59937401240066
2,41,5.44395645510083
2,42,5.16578733174105
2,43,4.86067939422884
2,44,4.6661336534617
2,45,4.5663064264741
2,46,4.34345865289303
2,47,3.80975255164634
2,48,3.05920034089721
2,49,2.34711969297256
2,50,1.77147314105636
2,51,1.13728698041097
2,52,0.0620775804009675
2,53,-1.83645812484985
2,54,-4.75040227324823
2,55,-8.45587506130789
2,56,-12.2500056713861
2,57,-15.3948918832969
2,58,-17.7877041980143
2,59,-19.5800116975243
2,60,-20.4136440524292
2,61,-19.5933944304862
2,62,-17.191867071577
2,63,-14.3028327874896
2,64,-11.9387706441862
2,65,-10.3144651418273
2,66,-9.08769324844221
2,67,-7.90744636009708
2,68,-6.64523346349362
2,69,-5.34292241611483
2,70,-4.11075281992474
2,71,-2.97247722782183
2,72,-1.74949789783623
2,73,-0.242608813955608
2,74,1.47719895691523
2,75,3.09467621667968
2,76,4.32310547472029
2,77,5.14606462251225
2,78,5.79263110851695
2,79,6.53500074352226
2,80,7.45073005121488
2,81,8.37715397102792
2,82,9.09719903262283
2,83,9.5526185704379
2,84,9.73218080042624
2,85,9.56306124784937
2,86,9.01119876480482
2,87,8.18359731027357
2,88,7.23696390312953
2,89,6.27008924499356
2,90,5.3480209209186
2,91,4.51592793275652
2,92,3.82500866812344
2,93,3.28519431738027
2,94,2.80986842379791
2,95,2.27330064728823
2,96,1.74850581177378
2,97,1.61608310752663
2,98,2.2209469712173
2,99,3.30055441058272
2,100,3.81323316233185
3,0,2.73350354292208
3,1,0.234570553333528
3,2,-3.97646701009889
3,3,-7.79318835210896
3,4,-9.70940569526266
3,5,-9.79421836716926
3,6,-8.89246670120768
3,7,-7.73686458770162
3,8,-6.61198353849622
3,9,-5.50629184288383
3,10,-4.43223657675003
3,11,-3.59112642447901
3,12,-3.12932846586225
3,13,-2.83139071496578
3,14,-2.33759678375494
3,15,-1.57839337752666
3,16,-0.809753407113055
3,17,-0.242353074824411
3,18,0.16783171813933
3,19,0.591698800962408
3,20,1.1125139355909
3,21,1.69456046816187
3,22,2.24831976737067
3,23,2.72314872475005
3,24,3.12455281422915
3,25,3.47711296165536
3,26,3.81363168527517
3,27,4.17359660972249
3,28,4.57013474654952
3,29,4.97017305911384
3,30,5.31899550154491
3,31,5.58348074605227
3,32,5.79583177061041
3,33,6.03121032386561
3,34,6.3249029719327
3,35,6.6127950450281
3,36,6.81616516785892
3,37,6.93488945667209
3,38,7.02126493621764
3,39,7.11101609395434
3,40,7.19636344706531
3,41,7.2642184283641
3,42,7.31933982089419
3,43,7.35413337141018
3,44,7.34967685366901
3,45,7.28414359042787
3,46,7.12342865531416
3,47,6.87078259189739
3,48,6.57776047631841
3,49,6.27675339401035
3,50,5.96812597181011
3,51,5.65022994223782
3,52,5.31053061581886
3,53,4.80992472546652
3,54,3.75818191912775
3,55,1.64348076286004
3,56,-1.66773598341515
3,57,-5.56315714292341
3,58,-8.82101050266492
3,59,-10.4927370151591
3,60,-10.6781069302796
3,61,-10.049843497212
3,62,-9.06003144016923
3,63,-7.76552241067268
3,64,-6.17411704821339
3,65,-4.44773484939424
3,66,-2.71323235992863
3,67,-1.00210222693774
3,68,0.714738024941994
3,69,2.46794866313662
3,70,4.18974604785235
3,71,5.66710817427694
3,72,6.82729228332961
3,73,7.96991944230582
3,74,9.41239351794652
3,75,11.0497431080937
3,76,12.4655522544424
3,77,13.4172529165002
3,78,13.9720033547532
3,79,14.3121376072736
3,80,14.5471173346722
3,81,14.7111271066524
3,82,14.7674800551765
3,83,14.6190695110741
3,84,14.2046027670459
3,85,13.5914078210596
3,86,12.9524356297937
3,87,12.3992559277228
3,88,11.8317839760505
3,89,11.0180628585993
3,90,9.81646573979266
3,91,8.2468406528991
3,92,6.46397556919775
3,93,4.71332592690613
3,94,3.16037716683736
3,95,1.87246304825174
3,96,0.882893651701791
3,97,0.341380947510699
3,98,0.513828640375494
3,99,1.43609780628538
3,100,2.47837049534211
4,0,2.42480834498251
4,1,-0.413345508830087
4,2,-5.71418805261967
4,3,-9.99096347053315
4,4,-10.4524251512327
4,5,-8.32005724521723
4,6,-6.37807580891953
4,7,-5.52442386154922
4,8,-4.91231709864106
4,9,-3.8490911999875
4,10,-2.47965952651244
4,11,-1.28448545782148
4,12,-0.508346146537868
4,13,0.0634158851135497
4,14,0.818327207271704
4,15,1.83635956535278
4,16,2.8289373663346
4,17,3.46964002452033
4,18,3.68728812035178
4,19,3.72212832480007
4,20,3.85843365880282
4,21,4.14166363150665
4,22,4.42137194368932
4,23,4.63434225014349
4,24,4.88938429982133
4,25,5.24742933277918
4,26,5.59780079866965
4,27,5.82000993831208
4,28,5.94773142237495
4,29,6.10895682848839
4,30,6.36286991280306
4,31,6.65410197722654
4,32,6.85959892103816
4,33,6.89274739885101
4,34,6.80645225642229
4,35,6.72512705684021
4,36,6.69724681507587
4,37,6.69846367377631
4,38,6.70151130962302
4,39,6.68443393455237
4,40,6.62961344150613
4,41,6.52351962658113
4,42,6.35089687713149
4,43,6.15219718734604
4,44,5.98760511079711
4,45,5.79879335815903
4,46,5.41261221762182
4,47,4.76898162038935
4,48,4.05814242058479
4,49,3.48503799608481
4,50,2.91434697153255
4,51,1.84991948147954
4,52,-0.161520267454285
4,53,-3.12379267100098
4,54,-6.61371882145682
4,55,-10.0663831646745
4,56,-13.1175879761002
4,57,-15.7980770795772
4,58,-18.1386040300842
4,59,-19.7942260864394
4,60,-20.2097315653227
4,61,-19.2081573487709
4,62,-17.1464788128918
4,63,-14.7307763319817
4,64,-12.5556064340868
4,65,-10.6990635871634
4,66,-8.95716828305119
4,67,-7.22889913556111
4,68,-5.58949016826967
4,69,-4.09092801965147
4,70,-2.70363836212086
4,71,-1.29519326045543
4,72,0.251566753673406
4,73,1.84695690387963
4,74,3.20659192290793
4,75,4.18534027233841
4,76,4.93897107691856
4,77,5.74977225324216
4,78,6.69151297966823
4,79,7.56916009605049
4,80,8.18894167289684
4,81,8.60830666397846
4,82,8.99483775750191
4,83,9.3626336693645
4,84,9.57091643350754
4,85,9.51985706571456
4,86,9.23286165878298
4,87,8.81266324827793
4,88,8.35593486621567
4,89,7.87158843623244
4,90,7.310622732394
4,91,6.60297927798005
4,92,5.74384806957639
4,93,4.89038351406722
4,94,4.24509129428519
4,95,3.76111453628601
4,96,3.23061879442897
4,97,2.71993081880842
4,98,2.74809863866431
4,99,3.8040952820553
4,100,5.41973229525346
5,0,4.14363089986498
5,1,3.79499177818931
5,2,0.775564434560299
5,3,-3.49406559212201
5,4,-6.24480011327619
5,5,-6.37729152722284
5,6,-5.2811112768577
5,7,-4.59934700381328
5,8,-4.41380241917862
5,9,-3.90020252605295
5,10,-2.80831254924695
5,11,-1.67126413988312
5,12,-0.967070144040795
5,13,-0.600669870493553
5,14,-0.119432406870918
5,15,0.740710314217809
5,16,1.78742780637469
5,17,2.61390433560594
5,18,3.06983264081882
5,19,3.36592003649603
5,20,3.76339971459375
5,21,4.27648332490844
5,22,4.68422439178557
5,23,4.84220308847245
5,24,4.90767292321214
5,25,5.16600466294514
5,26,5.6601921280936
5,27,6.12067529197077
5,28,6.28505631301271
5,29,6.20308279354
5,30,6.16110805699891
5,31,6.3481012882913
5,32,6.65668812605373
5,33,6.80567102957544
5,34,6.6463609061099
5,35,6.30096833587298
5,36,5.9855611827781
5,37,5.7721159548785
5,38,5.57169974420948
5,39,5.30214236227177
5,40,5.00457560146947
5,41,4.79482443394986
5,42,4.72454248280569
5,43,4.73018610394324
5,44,4.71571801285145
5,45,4.65725660531128
5,46,4.60418710336744
5,47,4.57109472137363
5,48,4.49100696727903
5,49,4.29486014551026
5,50,3.99973739993973
5,51,3.69627134112359
5,52,3.44747231517957
5,53,3.16198300575352
5,54,2.53311449930065
5,55,1.13219704054248
5,56,-1.31859198820559
5,57,-4.67782055896092
5,58,-8.33610300473321
5,59,-11.3801340348948
5,60,-13.1929229364182
5,61,-13.7604683220631
5,62,-13.3007230861813
5,63,-11.9686208556449
5,64,-9.98846610101071
5,65,-7.89854414000993
5,66,-6.29705455424449
5,67,-5.21917231511901
5,68,-4.15000282504355
5,69,-2.62566624920947
5,70,-0.664933889612055
5,71,1.37226216030265
5,72,3.11836385973548
5,73,4.457037032914
5,74,5.59559527607207
5,75,6.82218487136884
5,76,8.24948373044224
5,77,9.7677689592328
5,78,11.1851608389706
5,79,12.2843035387512
5,80,12.8969484745498
5,81,13.0269471962494
5,82,12.8821306663452
5,83,12.7446569288895
5,84,12.7656245309401
5,85,12.885964473609
5,86,12.9310776346957
5,87,12.7458313676955
5,88,12.2528851234843
5,89,11.4438880721939
5,90,10.3499185498367
5,91,9.00360389552483
5,92,7.43724840864154
5,93,5.69709030459873
5,94,3.93437580987832
5,95,2.42584359152818
5,96,1.4276087493287
5,97,1.0291152003237
5,98,0.990511799445931
5,99,0.814101222182376
5,100,0.0526517119268112
6,0,-0.137524096298428
6,1,-4.22057971615153
6,2,-8.40144921729314
6,3,-10.0165296245105
6,4,-8.78233553602259
6,5,-6.54647031530637
6,6,-4.84168505057903
6,7,-3.85605523567599
6,8,-3.1373507270905
6,9,-2.38153841266975
6,10,-1.53973271643813
6,11,-0.65712652558029
6,12,0.233155812001602
6,13,1.08673067767791
6,14,1.85186205927949
6,15,2.4845160493016
6,16,2.96448026466318
6,17,3.29460799711902
6,18,3.51813113013586
6,19,3.73554983440835
6,20,4.05810451595371
6,21,4.50602148333273
6,22,4.96398241228601
6,23,5.29941791334392
6,24,5.45976175678095
6,25,5.51179349477953
6,26,5.61084561480725
6,27,5.84384727726546
6,28,6.14196628296301
