StrideIndex,NormalizedTime,emg_vastusmedialis,emg_vastuslateralis,emg_rectusfemoris,emg_bicepsfemoris,emg_semitendinosus,emg_gracilis,imu_thigh_Accel_X,imu_thigh_Accel_Y,imu_thigh_Accel_Z,imu_thigh_Gyro_X,imu_thigh_Gyro_Y,imu_thigh_Gyro_Z,gon_knee_sagittal
85,21,0.160476764061774,0.122629003381539,0.493157736518019,0.0863585438148937,0.0522911758938288,0.458604335041354,-1.02155229145633,-0.135186366189526,-0.121706068311128,-0.512004852383047,1.32355100052391,0.282277649810538,-29.9061241762417
85,22,0.125611070169647,0.105681795180254,0.450530336608044,0.081083982476515,0.0481829464150339,0.413499730230635,-0.9919163292066,-0.202590318088335,-0.0542935661273615,-0.206797185236794,1.3808069720931,0.23745335784343,-28.3711461884143
85,23,0.095097490081187,0.0843518837804098,0.393685135757181,0.076358928010666,0.0474262218599496,0.360132637793902,-0.967220127771312,-0.257224935809441,-0.0492808376055208,0.192965105236759,1.43624762096884,0.212668934840364,-26.6198114304306
85,24,0.0691909580586115,0.061593686229839,0.32752114659038,0.0727245679163815,0.050548935367826,0.301627728853043,-0.948876972044811,-0.248946812164936,-0.0375705637259058,0.604929328834223,1.47857237593149,0.225964875968421,-24.7500867045702
85,25,0.0476597068211105,0.040136812391475,0.258557152069566,0.0704995649502949,0.0575748722420536,0.242551919627573,-0.932251335148474,-0.199863675686423,-0.0237069060028611,0.932999791771806,1.50284145833671,0.26116580997981,-22.7466070198309
85,26,0.0299671819099857,0.0219253592321655,0.193380031737552,0.0696888599061562,0.0678919096663009,0.187932525625815,-0.926374795750438,-0.113301345446285,0.0209019797425794,1.12476377931326,1.45791722716274,0.258730739672271,-20.8138548242596
85,27,0.0155287994101867,0.00790093816506675,0.137228271507904,0.070011004073868,0.0802188284971944,0.142078520495196,-0.928147160795103,-0.0153806071637504,0.0570427910320018,1.14356823831745,1.36585260161992,0.244731407334654,-19.0926285340866
85,28,0.00396387882147385,-0.0018869364553641,0.0931826255369667,0.0710303525374292,0.0927390732813118,0.107596455045842,-0.945388270145418,0.0897805797532611,0.0916460694340086,0.939159594240232,1.30860892336113,0.22533669260259,-17.4348350023964
85,29,-0.00475479442415242,-0.00799070433060387,0.0620798355075827,0.0723257674683503,0.10344578256118,0.0849597737051768,-0.967702288208439,0.163589353028867,0.109331391200217,0.423035327947075,1.26493536780545,0.197955041783616,-15.8105740959514
85,30,-0.0103227974339116,-0.0112338758611826,0.0430807417873637,0.0736169335382271,0.110633061640674,0.072831712885996,-0.956465536335169,0.185160468646051,0.110096325076561,-0.287156043168129,1.26173358988828,0.113042950064154,-14.4445129400586
85,31,-0.012278826559098,-0.0124170828774749,0.0345171891181376,0.0747978810902724,0.113345466023815,0.0689276923787533,-0.961253667773085,0.113298224023156,0.113038303148908,-0.721395795791875,1.27691404660775,0.102527515345925,-13.3057737249997
85,32,-0.0102412711809422,-0.0121010026719324,0.0346061731327449,0.075888903282414,0.111571886299882,0.0710237603692102,-0.990790390775941,0.0553790559564997,0.106779240193041,-1.47723711958333,1.72932386415716,0.0188276331082813,-12.2681295308785
85,33,-0.00413642027847044,-0.0105503400809292,0.0416613745657673,0.076954331944254,0.106154681380151,0.0775481739344838,-1.04808470678201,-0.0624975114727615,-0.0137114710612847,-1.69626646622478,1.66106470773912,0.0466666551015224,-11.4206145660083
85,34,0.0056079711113511,-0.00785508576827719,0.0538245639832532,0.0780262756784042,0.0985395487543207,0.0874929302955509,-1.04260412121117,-0.143924243216725,-0.0130291507638805,-1.47185377032238,1.11813103038509,0.190740215261752,-10.665446613998
85,35,0.0179368259293513,-0.00412500753063714,0.0687208833616481,0.0790634658095636,0.0905062627404304,0.0999268616093614,-0.927699994398853,-0.160782303239398,0.0643491545750524,-0.979237176019592,1.2393747372656,0.31167896670392,-9.79157608457231
85,36,0.0312157030607992,0.000384376149619746,0.083495279378787,0.0799670642255047,0.0838760529972338,0.113565489212339,-0.923802794243063,-0.0865590977827809,0.117182861628645,-0.64311166357403,1.4663300776583,0.366837821423998,-8.889242460474
85,37,0.0434714806079023,0.00528322470803428,0.0953607961824391,0.0806558791069346,0.0801432495589367,0.126655155271313,-0.965943393100492,-0.0678738668375751,0.0779335762173356,-0.000312830967228318,1.31043679228185,0.604332794320315,-8.09320727056045
85,38,0.0527924248653488,0.0102044166857734,0.102502593792352,0.0811813633990165,0.0800984467930833,0.137283715144226,-1.06019860303673,-0.0471098777827189,0.159705133313695,0.217734075396621,1.03997726993065,0.677517461300413,-7.2633316877822
85,39,0.0578303315394859,0.0150552244353152,0.104970328183294,0.0818371559831109,0.0836273237864414,0.144032832947184,-1.08216887162907,-0.000274979336542337,0.18353492768907,-0.391991192609065,1.12059503978976,0.12806794291125,-6.25811112154602
85,40,0.0582533226096687,0.0202271773270302,0.105060716472281,0.0831984195655748,0.0897904558112148,0.146640822917319,-1.10945505620149,0.0342031032892593,0.0261782809814193,-1.03645704483839,0.442167290973721,-0.537611952920324,-5.19933947446824
85,41,0.0548549925211823,0.0265497717648284,0.106753305498394,0.0860404669163728,0.0971446512185063,0.146218537841829,-1.10902700940233,-0.114090319987,-0.0332195892056164,0.0274306624871916,0.193665462293279,-0.164474380196075,-4.38489569227144
85,42,0.0491676804551328,0.0348799700934945,0.114250058407142,0.0911168850324276,0.104181789776595,0.144788900482305,-0.895141024068091,-0.126862121897714,-0.16571685884338,0.614321028934382,-0.0888730210947867,0.431401416112746,-3.95417679219855
85,43,0.0427760438826914,0.0455553897928924,0.130310185158529,0.0988769222007852,0.109770948981659,0.144476487056283,-1.05607752251175,-0.0357383784183217,-0.0294835002724732,0.726205359747385,-0.525189970203585,0.324202071081495,-3.87132766055778
85,44,0.036750305708294,0.05801725601424,0.155088559056463,0.109207993690117,0.113449441595556,0.146897683337809,-1.19651996607601,0.0794998536837195,-0.0909046028377467,0.727547083371233,-1.2014689197789,-0.196990698300098,-4.07534872430627
85,45,0.0314235408679268,0.07078606461148,0.1858699100673,0.121298863441429,0.115446182490043,0.152924515650203,-1.21329662566355,0.0508883107663146,-0.0178674728757012,0.981174010104793,-0.540974922549776,-0.556352613172735,-4.48734939973449
